"","geoid","tract","block","total_hh","multi","single","owner","renter","avg_hh","less_10000","10000_14999","15000_19999","20000_24999","25000_29999","30000_34999","35000_39999","40000_44999","45000_49999","50000_59999","60000_74999","75000_99999","100000_124999","125000_149999","150000_199999","200000_inf"
"345",150030074001,74,1,452,316,136,15,437,2,0,0,0,0,0,0,20,26,5,23,96,29,11,116,37,89
"346",150030074002,74,2,452,451,1,4,448,4,14,0,0,0,22,0,0,0,0,102,18,32,96,33,103,32
"347",150030075041,75.04,1,381,265,116,112,269,3,36,6,0,28,29,19,15,18,15,22,6,38,59,11,23,56
"348",150030075042,75.04,2,581,451,130,172,409,3,52,20,57,23,15,63,63,17,16,67,26,88,7,5,0,62
"349",150030075071,75.07,1,492,380,112,293,199,3,8,0,0,0,27,0,12,10,19,43,50,29,72,65,18,139
"350",150030075072,75.07,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",150030075073,75.07,3,752,522,230,656,96,3,0,0,16,0,21,0,24,0,0,63,62,169,66,14,79,238
"352",150030075074,75.07,4,680,557,123,597,83,3,0,0,39,31,0,0,9,65,0,17,0,110,26,51,90,242
"353",150030075081,75.08,1,318,318,0,0,318,5,56,0,0,0,0,0,0,0,0,6,10,11,42,35,67,91
"354",150030075082,75.08,2,247,165,82,189,58,3,10,0,0,0,0,0,0,0,41,29,9,9,21,16,58,54
"355",150030075083,75.08,3,241,191,50,233,8,3,0,0,0,19,30,0,0,51,0,20,14,0,26,0,19,62
"356",150030075084,75.08,4,825,743,82,684,141,3,58,0,0,58,18,32,0,0,25,13,32,92,148,91,51,207
"357",150030075085,75.08,5,602,395,207,339,263,2,24,0,0,40,34,0,19,3,29,10,41,52,195,55,83,17
"358",150030077011,77.01,1,447,320,127,401,46,3,36,0,0,0,0,49,0,18,43,0,20,25,15,78,56,107
"359",150030077012,77.01,2,377,328,49,312,65,4,0,0,0,10,0,0,0,11,0,28,57,39,45,58,21,108
"360",150030077013,77.01,3,306,221,85,76,230,3,7,0,0,11,0,0,28,0,0,10,18,42,46,8,47,89
"361",150030077021,77.02,1,287,228,59,241,46,4,0,11,28,10,11,0,0,0,0,11,10,10,39,13,53,91
"362",150030077022,77.02,2,418,307,111,381,37,2,0,0,0,10,89,8,12,0,3,0,0,33,68,46,29,120
"363",150030077023,77.02,3,542,468,74,448,94,3,0,0,0,0,0,0,0,10,25,17,0,69,22,89,115,195
"364",150030077024,77.02,4,490,378,112,352,138,3,10,0,5,25,58,21,0,0,0,11,11,65,56,56,69,103
"365",150030078041,78.04,1,312,241,71,288,24,3,4,25,7,4,4,5,12,8,0,14,14,40,23,47,51,54
"366",150030078042,78.04,2,322,288,34,274,48,4,4,0,0,0,19,7,4,10,3,8,4,45,41,28,90,59
"367",150030078071,78.07,1,540,389,151,368,172,2,15,0,0,35,0,0,0,0,51,42,142,27,87,29,79,33
"368",150030078072,78.07,2,531,272,259,186,345,2,109,11,0,0,0,67,0,62,18,0,15,92,58,40,48,11
"369",150030078073,78.07,3,646,235,411,396,250,2,70,0,0,31,62,57,14,16,35,0,104,153,44,14,14,32
"370",150030078074,78.07,4,398,177,221,214,184,2,16,0,0,0,32,30,0,19,0,70,15,71,83,46,0,16
"371",150030078075,78.07,5,621,480,141,317,304,2,38,0,0,0,0,0,0,17,0,53,111,57,204,18,123,0
"372",150030078081,78.08,1,422,327,95,210,212,4,19,0,10,0,13,18,0,18,0,43,20,111,47,0,72,51
"373",150030078082,78.08,2,385,336,49,82,303,3,36,24,9,0,0,7,0,11,0,0,60,81,57,36,24,40
"374",150030078083,78.08,3,309,161,148,205,104,2,11,0,0,0,0,10,10,0,28,44,35,31,103,19,8,10
"375",150030078091,78.09,1,418,263,155,350,68,2,27,8,0,0,0,0,0,20,0,9,0,36,66,22,42,188
"376",150030078092,78.09,2,456,355,101,356,100,2,0,0,0,0,0,0,0,0,17,8,80,101,77,52,67,54
"377",150030078093,78.09,3,219,204,15,155,64,4,0,0,0,0,8,10,0,0,0,0,0,7,0,8,25,161
"378",150030078121,78.12,1,312,221,91,239,73,2,0,6,0,14,30,9,12,0,15,0,12,23,96,23,35,37
"379",150030078122,78.12,2,521,412,109,325,196,3,11,6,0,0,0,25,9,9,0,69,41,75,109,50,70,47
"380",150030078131,78.13,1,350,330,20,288,62,4,0,0,0,0,12,17,0,0,0,45,31,51,7,26,64,97
"381",150030078132,78.13,2,317,266,51,249,68,3,8,0,0,0,0,0,0,9,0,10,20,83,36,39,37,75
"382",150030078133,78.13,3,208,203,5,208,0,4,0,0,0,0,0,9,0,0,0,5,0,17,7,41,73,56
"383",150030078141,78.14,1,832,735,97,706,126,3,27,0,9,30,0,0,9,0,8,8,19,46,173,115,157,231
"384",150030078142,78.14,2,350,320,30,323,27,3,0,0,0,0,0,0,0,0,0,0,11,21,39,33,116,130
"385",150030078151,78.15,1,760,657,103,601,159,3,6,18,0,0,0,9,0,0,6,8,18,67,103,39,288,198
"386",150030078161,78.16,1,158,113,45,131,27,2,26,0,0,0,0,10,0,0,0,0,9,10,10,0,10,83
"387",150030078162,78.16,2,301,237,64,255,46,3,0,0,0,0,8,43,0,0,19,8,26,30,39,31,54,43
"388",150030078163,78.16,3,868,579,289,776,92,2,19,41,0,22,66,0,0,32,23,0,106,145,185,65,63,101
"389",150030078171,78.17,1,335,243,92,231,104,3,7,8,0,16,0,0,13,8,38,0,27,45,21,16,21,115
"390",150030078172,78.17,2,372,338,34,275,97,3,0,15,0,0,0,8,8,8,0,0,0,38,22,22,15,236
"391",150030080011,80.01,1,729,416,313,175,554,3,64,65,18,54,48,37,47,61,9,38,34,82,6,64,40,62
"392",150030080012,80.01,2,200,141,59,99,101,3,4,8,0,1,0,8,10,8,0,5,12,43,14,38,39,10
"393",150030080021,80.02,1,454,337,117,313,141,4,24,0,7,0,0,0,0,5,16,6,64,46,53,31,53,149
"394",150030080022,80.02,2,343,248,95,304,39,3,25,7,0,0,5,0,10,6,24,11,41,61,20,39,28,66
"395",150030080051,80.05,1,816,630,186,767,49,3,53,0,43,0,0,0,108,13,12,18,25,69,66,209,81,119
"396",150030080052,80.05,2,510,380,130,398,112,2,0,22,0,13,10,0,12,0,0,0,16,209,0,59,36,133
"397",150030080053,80.05,3,286,190,96,286,0,2,0,0,0,70,14,0,0,0,0,0,51,43,0,50,19,39
"398",150030080054,80.05,4,579,507,72,556,23,3,47,0,0,0,0,0,0,0,0,12,43,106,63,35,61,212
"399",150030080081,80.08,1,270,191,79,102,168,3,0,6,0,0,0,0,17,10,0,14,0,68,13,41,52,49
"400",150030080082,80.08,2,204,181,23,0,204,3,13,0,6,0,0,0,10,23,17,12,32,50,0,17,8,16
"401",150030080091,80.09,1,366,197,169,151,215,3,50,25,8,35,23,14,0,0,0,38,10,23,53,66,0,21
"402",150030080092,80.09,2,934,456,478,478,456,2,0,37,0,0,20,61,83,74,128,60,128,97,153,51,26,16
"403",150030080101,80.1,1,280,183,97,222,58,3,27,13,9,2,0,0,7,0,0,7,17,55,14,40,68,21
"404",150030080102,80.1,2,408,374,34,388,20,4,6,0,0,8,20,0,0,0,0,0,22,74,16,50,111,101
"405",150030080111,80.11,1,812,716,96,663,149,4,22,0,7,0,8,26,0,0,41,17,127,23,130,95,101,215
"406",150030080121,80.12,1,371,322,49,313,58,3,26,0,0,0,14,0,11,0,0,10,34,40,30,97,46,63
"407",150030080122,80.12,2,444,382,62,345,99,4,10,0,5,3,0,0,11,17,19,26,42,73,48,50,42,98
"408",150030080131,80.13,1,347,302,45,265,82,3,0,5,0,0,0,0,6,6,9,12,0,50,46,58,66,89
"409",150030080132,80.13,2,406,388,18,386,20,3,12,0,6,18,10,0,26,0,0,15,14,72,15,25,81,112
"410",150030083011,83.01,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411",150030083012,83.01,2,690,580,110,0,690,4,35,0,0,0,0,0,33,21,13,33,29,61,182,68,127,88
"412",150030083013,83.01,3,320,264,56,0,320,4,0,0,0,0,18,0,9,0,0,0,0,38,66,47,32,110
"413",150030083014,83.01,4,432,391,41,0,432,4,0,0,0,0,16,0,13,0,0,23,61,138,25,25,57,74
"414",150030083021,83.02,1,468,437,31,370,98,5,20,0,55,0,0,0,0,0,11,0,46,89,31,74,34,108
"415",150030083022,83.02,2,436,385,51,349,87,5,0,0,41,0,0,0,0,31,10,11,27,83,93,20,21,99
"416",150030083023,83.02,3,475,460,15,381,94,5,0,0,0,0,0,49,0,0,15,9,40,55,57,80,67,103
"417",150030084051,84.05,1,458,446,12,404,54,4,0,0,0,0,0,0,0,0,6,18,8,92,89,121,100,24
"418",150030084052,84.05,2,306,306,0,174,132,3,0,0,0,0,0,0,0,0,0,0,108,29,32,16,98,23
"419",150030084053,84.05,3,615,615,0,446,169,4,10,0,25,45,0,11,0,0,0,38,61,73,18,85,63,186
"420",150030084071,84.07,1,710,642,68,601,109,4,5,15,0,0,0,0,0,0,8,60,18,130,114,42,202,116
"421",150030084072,84.07,2,471,433,38,409,62,3,59,0,0,0,0,0,12,0,0,0,42,49,20,59,78,152
"422",150030084081,84.08,1,625,529,96,365,260,2,0,15,0,0,0,0,0,0,25,18,51,54,267,39,106,50
"423",150030084082,84.08,2,1504,1402,102,1200,304,3,0,18,0,25,0,0,48,77,16,0,37,49,190,535,171,338
"424",150030084083,84.08,3,1229,1083,146,906,323,3,0,0,52,0,0,20,9,20,71,0,36,61,58,191,340,371
"425",150030084101,84.1,1,468,456,12,459,9,4,0,0,0,0,0,12,0,0,0,9,48,33,27,94,80,165
"426",150030084102,84.1,2,1601,1446,155,1445,156,3,27,11,0,0,0,12,0,40,0,23,130,140,164,250,361,443
"427",150030084111,84.11,1,260,237,23,238,22,3,8,9,0,9,0,0,8,0,0,0,10,27,15,68,52,54
"428",150030084112,84.11,2,563,378,185,134,429,2,18,0,0,0,0,0,0,9,9,9,101,109,81,183,34,10
"429",150030084113,84.11,3,395,355,40,311,84,3,0,0,0,9,0,0,58,5,25,19,10,18,24,174,16,37
"430",150030084131,84.13,1,344,337,7,295,49,5,0,0,0,0,0,7,23,7,0,7,0,79,22,61,50,88
"431",150030084132,84.13,2,393,347,46,317,76,3,0,0,0,41,19,6,8,0,28,4,18,35,17,27,136,54
"432",150030084141,84.14,1,699,686,13,641,58,3,0,0,0,0,0,0,7,6,0,0,11,134,44,132,142,223
"433",150030084151,84.15,1,485,471,14,375,110,5,0,0,0,0,0,0,0,0,0,0,0,31,171,62,91,130
"434",150030084152,84.15,2,640,525,115,618,22,3,10,0,0,8,66,0,0,0,12,27,38,19,86,112,141,121
"435",150030084161,84.16,1,296,259,37,208,88,4,0,0,0,0,0,6,0,0,25,0,16,43,65,38,44,59
"436",150030084162,84.16,2,547,421,126,459,88,4,0,0,0,0,0,0,0,39,0,10,112,46,49,93,25,173
"437",150030084171,84.17,1,495,284,211,323,172,2,10,11,10,13,0,37,0,0,69,58,17,75,113,13,30,39
"438",150030084172,84.17,2,596,438,158,396,200,3,26,0,66,7,0,45,0,20,21,11,85,69,50,47,76,73
"439",150030084173,84.17,3,259,193,66,241,18,2,0,0,0,0,9,0,0,0,0,22,48,0,12,72,49,47
"440",150030084181,84.18,1,724,674,50,385,339,3,0,0,28,0,11,12,0,27,40,0,62,63,149,178,82,72
"441",150030084182,84.18,2,364,332,32,318,46,5,0,0,14,0,0,0,18,0,0,9,0,42,65,9,45,162
"442",150030084183,84.18,3,272,246,26,157,115,4,0,0,0,0,0,24,0,0,0,21,16,33,11,71,20,76
"443",150030085021,85.02,1,844,529,315,0,844,3,43,10,27,43,9,8,20,37,32,76,79,106,92,79,122,61
"444",150030086091,86.09,1,704,524,180,412,292,3,15,13,6,19,51,8,28,11,99,20,52,99,43,101,63,76
"445",150030086101,86.1,1,439,330,109,308,131,2,5,0,6,4,5,0,17,4,0,10,5,66,93,70,67,87
"446",150030086111,86.11,1,4,4,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"447",150030086231,86.23,1,433,420,13,404,29,4,13,0,0,0,16,0,0,10,11,0,11,18,41,45,52,216
"448",150030086232,86.23,2,319,226,93,246,73,3,11,0,0,9,0,85,10,0,0,0,0,60,83,9,10,42
"449",150030086233,86.23,3,588,563,25,588,0,4,0,0,0,4,5,0,0,5,3,3,43,29,134,65,120,177
"450",150030086234,86.23,4,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451",150030086241,86.24,1,461,430,31,332,129,4,6,0,6,0,14,12,21,39,19,12,6,54,14,51,48,159
"452",150030086242,86.24,2,329,308,21,270,59,5,0,5,6,0,0,0,5,0,0,8,52,6,51,24,77,95
"453",150030086251,86.25,1,272,185,87,185,87,4,0,87,0,0,0,0,0,10,0,0,44,17,26,21,11,56
"454",150030086252,86.25,2,703,486,217,454,249,3,45,0,0,67,42,91,0,13,31,0,21,168,147,20,20,38
"455",150030086261,86.26,1,588,469,119,299,289,3,9,142,6,28,36,12,56,11,14,17,29,80,18,9,20,101
"456",150030086262,86.26,2,408,332,76,301,107,4,0,0,36,18,0,0,31,32,0,9,0,12,114,33,9,114
"457",150030086271,86.27,1,277,277,0,15,262,6,0,0,0,0,0,0,0,36,0,0,0,141,0,85,0,15
"458",150030086272,86.27,2,437,413,24,354,83,4,0,0,0,0,0,0,0,0,0,0,16,11,107,35,66,202
"459",150030086273,86.27,3,281,264,17,227,54,3,0,0,0,0,0,0,0,0,0,19,40,37,16,32,50,87
"460",150030086274,86.27,4,780,713,67,184,596,4,0,0,0,0,20,63,0,0,70,112,47,119,140,85,73,51
"461",150030086275,86.27,5,995,896,99,683,312,3,0,0,0,0,0,18,53,19,0,0,36,199,153,191,171,155
"462",150030086281,86.28,1,603,603,0,580,23,4,0,0,0,0,0,0,0,0,63,17,0,84,50,162,63,164
"463",150030086282,86.28,2,459,399,60,359,100,3,0,15,12,10,23,0,0,0,19,7,10,53,43,72,92,103
"464",150030086291,86.29,1,723,656,67,535,188,3,9,44,7,8,0,0,0,70,8,20,12,151,71,156,126,41
"465",150030086301,86.3,1,519,484,35,403,116,4,10,21,16,0,0,0,0,0,0,0,117,85,18,32,146,74
"466",150030086302,86.3,2,399,389,10,305,94,4,0,0,0,10,0,0,0,10,0,21,62,28,51,48,67,102
"467",150030086311,86.31,1,546,430,116,468,78,3,0,0,0,9,0,8,30,9,0,15,67,97,123,44,83,61
"468",150030086312,86.31,2,607,400,207,470,137,2,9,0,0,9,0,0,70,26,25,42,65,31,22,85,68,155
"469",150030086321,86.32,1,214,181,33,200,14,3,11,0,8,0,0,0,9,0,0,0,25,37,39,16,31,38
"470",150030086322,86.32,2,732,617,115,652,80,4,10,34,0,42,27,0,10,9,0,9,27,68,144,58,163,131
"471",150030086323,86.32,3,219,163,56,181,38,4,0,0,11,4,0,0,0,0,0,16,38,51,18,16,41,24
"472",150030086324,86.32,4,241,232,9,222,19,5,0,0,16,0,0,0,0,0,0,19,25,21,17,0,81,62
"473",150030086331,86.33,1,957,888,69,817,140,3,17,0,11,6,0,0,6,15,22,42,95,86,320,57,74,206
"474",150030086341,86.34,1,313,301,12,152,161,3,12,29,0,0,0,0,0,65,0,0,33,30,6,37,40,61
"475",150030086342,86.34,2,319,276,43,278,41,3,0,36,0,0,0,0,15,7,5,0,0,6,48,69,49,84
"476",150030086343,86.34,3,385,344,41,212,173,3,0,0,0,0,0,0,17,0,10,38,25,120,58,48,69,0
"477",150030087021,87.02,1,840,456,384,434,406,3,19,178,26,28,50,18,29,15,17,9,94,100,106,38,72,41
"478",150030087022,87.02,2,404,339,65,209,195,4,12,24,14,8,0,13,6,0,17,11,54,72,110,29,16,18
"479",150030087023,87.02,3,239,239,0,131,108,5,0,0,0,0,0,0,0,38,0,0,15,21,98,0,52,15
"480",150030087041,87.04,1,189,167,22,87,102,3,7,0,4,0,0,0,0,0,0,0,33,39,23,13,60,10
"481",150030087042,87.04,2,468,389,79,364,104,5,0,16,0,65,0,0,22,0,0,33,26,52,53,22,56,123
"482",150030087051,87.05,1,479,447,32,44,435,4,55,16,0,118,11,7,0,38,11,43,18,63,43,25,31,0
"483",150030087052,87.05,2,342,313,29,60,282,4,26,0,0,21,0,0,60,0,0,36,0,101,44,20,28,6
"484",150030087061,87.06,1,283,274,9,253,30,4,0,0,0,0,0,5,6,0,0,0,0,35,73,17,85,62
"485",150030087062,87.06,2,319,276,43,13,306,4,66,51,0,11,26,74,17,0,0,0,47,14,0,13,0,0
"486",150030087063,87.06,3,482,456,26,299,183,3,7,0,0,25,0,0,23,0,68,18,14,35,77,38,125,52
"487",150030087071,87.07,1,394,384,10,201,193,4,36,0,0,10,29,0,0,0,0,47,40,101,30,36,19,46
"488",150030087072,87.07,2,247,204,43,227,20,3,0,0,0,0,0,0,0,0,8,8,0,20,19,131,10,51
"489",150030087073,87.07,3,295,276,19,235,60,6,0,9,0,0,0,0,0,23,10,18,0,60,64,0,8,103
"490",150030087074,87.07,4,388,282,106,126,262,4,8,0,69,0,8,0,0,0,37,29,48,64,26,0,54,45
"491",150030088011,88.01,1,380,272,108,281,99,5,3,27,24,0,50,0,0,14,0,22,0,35,14,44,58,89
"492",150030088012,88.01,2,463,316,147,415,48,4,0,0,0,3,0,0,0,0,0,11,117,55,23,82,33,139
"493",150030088021,88.02,1,349,330,19,327,22,4,0,0,0,0,0,0,0,0,0,0,0,19,11,48,149,122
"494",150030088022,88.02,2,523,512,11,463,60,4,0,0,0,77,10,0,0,0,19,21,12,23,10,90,85,176
"495",150030088023,88.02,3,298,298,0,179,119,4,35,11,32,0,0,13,0,0,0,39,22,39,11,36,38,22
"496",150030089061,89.06,1,420,370,50,320,100,3,0,9,0,0,0,0,0,0,12,0,23,23,59,98,88,108
"497",150030089062,89.06,2,629,499,130,437,192,3,0,0,0,0,0,15,79,0,20,71,27,134,144,32,46,61
"498",150030089063,89.06,3,319,250,69,237,82,3,10,0,0,0,0,0,5,15,0,26,0,16,61,25,107,54
"499",150030089091,89.09,1,362,331,31,345,17,3,31,0,0,0,0,0,9,9,0,10,28,8,44,55,107,61
"500",150030089092,89.09,2,663,550,113,565,98,2,9,0,0,28,9,0,10,0,18,17,54,64,187,51,123,93
"501",150030089093,89.09,3,386,334,52,342,44,3,28,0,0,0,0,0,10,9,0,7,9,77,28,36,114,68
"502",150030089121,89.12,1,265,217,48,252,13,6,18,7,6,6,0,0,0,5,32,0,6,16,9,21,41,98
"503",150030089122,89.12,2,321,284,37,299,22,4,0,0,0,0,0,0,7,40,19,22,29,40,0,19,33,112
"504",150030089131,89.13,1,283,278,5,283,0,6,5,0,0,0,0,0,20,0,0,16,5,28,16,35,58,100
"505",150030089132,89.13,2,202,193,9,171,31,6,0,4,0,0,0,0,0,9,0,6,10,10,49,16,59,39
"506",150030089133,89.13,3,272,267,5,169,103,5,0,0,0,0,5,0,0,10,0,5,29,43,36,11,64,69
"507",150030089171,89.17,1,297,263,34,297,0,3,16,0,0,0,0,0,0,0,0,0,29,52,32,18,60,90
"508",150030089172,89.17,2,249,215,34,216,33,2,0,0,25,0,0,0,0,0,0,11,27,46,18,34,33,55
"509",150030089173,89.17,3,578,312,266,555,23,2,0,0,0,0,0,0,0,0,10,28,52,25,26,54,231,152
"510",150030089174,89.17,4,371,251,120,247,124,2,9,0,10,0,9,0,0,0,9,84,31,66,38,0,46,69
"511",150030089175,89.17,5,295,235,60,222,73,3,0,0,0,0,0,0,0,10,7,32,19,30,55,12,38,92
"512",150030089181,89.18,1,346,318,28,335,11,3,10,0,0,0,0,10,0,0,0,9,21,28,20,10,77,161
"513",150030089182,89.18,2,500,437,63,415,85,3,28,0,0,8,0,0,0,27,0,0,22,91,118,44,47,115
"514",150030089183,89.18,3,278,244,34,241,37,3,0,0,0,9,0,0,11,0,0,8,16,49,49,37,58,41
"515",150030089184,89.18,4,451,282,169,398,53,2,17,0,0,12,0,0,52,11,11,44,17,78,56,73,19,61
"516",150030089185,89.18,5,250,178,72,217,33,3,0,0,8,0,0,9,0,0,29,0,19,51,42,12,61,19
"517",150030089211,89.21,1,350,304,46,308,42,4,9,9,0,19,6,0,0,0,5,13,30,13,65,4,36,141
"518",150030089212,89.21,2,233,212,21,218,15,5,6,0,0,0,0,0,0,0,5,5,4,42,40,12,75,44
"519",150030089261,89.26,1,786,545,241,525,261,2,5,0,19,39,0,7,0,5,67,0,173,134,87,45,118,87
"520",150030089281,89.28,1,521,489,32,446,75,3,8,0,0,0,0,9,0,7,31,6,15,0,93,86,153,113
"521",150030089282,89.28,2,744,656,88,622,122,3,12,23,8,25,6,35,10,0,19,0,8,0,52,95,127,324
"522",150030089291,89.29,1,304,271,33,239,65,3,16,0,0,0,0,0,20,0,0,26,0,0,41,126,19,56
"523",150030089292,89.29,2,612,472,140,491,121,3,0,0,38,0,0,0,13,0,31,16,92,85,70,51,44,172
"524",150030089293,89.29,3,381,314,67,341,40,3,0,0,0,0,0,29,0,18,20,0,29,42,17,79,75,72
"525",150030089294,89.29,4,267,249,18,189,78,3,0,0,0,0,0,0,58,0,0,10,18,28,16,48,39,50
"526",150030089295,89.29,5,593,366,227,262,331,2,22,0,16,65,0,17,0,0,52,53,18,201,128,21,0,0
"527",150030089301,89.3,1,328,282,46,297,31,3,0,0,0,0,0,0,6,11,0,6,11,38,36,44,75,101
"528",150030089302,89.3,2,527,451,76,450,77,3,6,0,23,0,0,0,0,0,0,15,24,57,58,27,165,152
"529",150030089311,89.31,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530",150030089312,89.31,2,386,354,32,325,61,4,21,0,0,0,0,0,0,0,0,0,0,22,17,26,123,177
"531",150030089313,89.31,3,391,374,17,377,14,4,0,0,5,0,0,13,0,0,0,5,16,24,20,11,92,205
"532",150030089321,89.32,1,237,191,46,205,32,3,7,0,5,0,0,15,0,34,0,9,11,16,17,33,31,59
"533",150030089322,89.32,2,530,497,33,501,29,3,5,0,6,6,0,0,0,0,0,28,19,82,20,80,136,148
"534",150030089331,89.33,1,808,723,85,754,54,3,0,0,9,26,20,0,68,0,0,10,88,95,77,52,124,239
"535",150030089332,89.33,2,357,339,18,308,49,3,10,0,0,0,0,21,0,0,19,9,22,18,66,29,90,73
"536",150030089341,89.34,1,436,420,16,357,79,3,0,0,0,0,0,0,0,0,0,0,86,10,56,64,121,99
"537",150030089342,89.34,2,429,419,10,387,42,3,0,0,0,0,0,0,0,0,10,0,8,20,13,44,202,132
"538",150030089343,89.34,3,235,204,31,175,60,3,0,0,0,6,0,0,0,0,0,0,0,35,58,23,40,73
"539",150030089351,89.35,1,305,297,8,140,165,4,9,0,0,0,0,0,0,0,0,22,14,78,19,10,82,71
"540",150030089352,89.35,2,897,732,165,545,352,3,12,13,0,11,28,45,15,74,178,59,32,73,56,85,122,94
"541",150030089361,89.36,1,354,341,13,308,46,3,0,0,0,0,0,0,4,10,0,27,50,41,63,64,80,15
"542",150030089362,89.36,2,425,322,103,357,68,3,0,0,12,16,13,0,31,0,0,5,107,40,30,9,127,35
"543",150030089371,89.37,1,512,480,32,190,322,4,0,0,8,8,0,0,9,32,0,27,41,121,117,0,117,32
"544",150030089381,89.38,1,303,220,83,7,296,3,41,29,0,17,0,0,32,0,17,0,49,34,61,23,0,0
"545",150030089382,89.38,2,394,350,44,262,132,6,17,0,0,0,0,0,30,6,12,18,56,51,36,17,43,108
"546",150030089391,89.39,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547",150030089392,89.39,2,530,386,144,363,167,3,21,8,8,0,0,7,0,59,20,27,37,115,58,44,82,44
"548",150030089393,89.39,3,406,259,147,297,109,2,0,0,4,8,30,33,0,0,0,7,56,48,65,66,39,50
"549",150030089401,89.4,1,568,415,153,477,91,3,5,0,0,9,17,15,25,15,0,78,72,86,119,0,42,85
"550",150030089402,89.4,2,284,254,30,284,0,3,5,0,0,0,0,7,0,0,0,8,23,68,40,57,42,34
"551",150030089411,89.41,1,702,607,95,525,177,3,37,8,0,0,0,11,7,7,0,56,44,42,102,74,107,207
"552",150030089421,89.42,1,455,411,44,297,158,4,16,0,12,10,9,10,10,34,32,0,17,64,61,37,38,105
"553",150030089422,89.42,2,277,214,63,77,200,3,0,0,9,0,0,28,31,9,15,44,56,59,14,0,12,0
"554",150030089431,89.43,1,403,358,45,353,50,3,11,6,0,0,0,0,0,0,6,0,16,24,11,61,81,187
"555",150030089441,89.44,1,289,257,32,131,158,3,0,12,10,0,0,30,0,14,9,11,32,20,23,11,83,34
"556",150030089442,89.44,2,523,482,41,491,32,3,0,0,0,0,0,0,0,0,0,0,24,54,42,26,75,302
"557",150030089443,89.44,3,523,416,107,280,243,2,60,0,0,13,0,19,11,14,23,0,10,93,132,56,57,35
"558",150030089451,89.45,1,610,504,106,320,290,3,20,0,0,0,10,29,84,9,0,37,56,129,6,104,62,64
"559",150030089461,89.46,1,470,377,93,363,107,2,60,0,0,0,0,10,83,0,0,15,8,70,47,55,34,88
"560",150030089462,89.46,2,346,270,76,223,123,2,0,0,11,8,10,28,0,9,34,38,0,39,25,20,45,79
"561",150030089463,89.46,3,381,248,133,365,16,3,10,0,7,0,8,0,0,7,8,0,41,47,78,58,44,73
"562",150030089471,89.47,1,606,462,144,422,184,2,12,0,0,14,10,14,17,42,22,23,87,87,102,27,61,88
"563",150030089481,89.48,1,481,375,106,311,170,2,25,30,0,8,12,9,9,0,7,18,31,41,43,44,69,135
"564",150030089482,89.48,2,223,195,28,185,38,3,13,0,0,0,8,0,0,0,0,20,9,29,36,31,10,67
"565",150030089483,89.48,3,433,268,165,339,94,2,0,0,0,27,0,0,11,0,0,77,61,91,50,10,47,59
"566",150030089491,89.49,1,692,617,75,573,119,3,54,0,0,17,0,5,0,0,34,0,12,102,84,65,172,147
"567",150030089501,89.5,1,485,455,30,448,37,3,0,7,0,0,0,0,0,7,7,0,14,30,152,72,81,115
"568",150030089511,89.51,1,271,251,20,263,8,4,0,7,7,0,0,0,0,0,0,6,21,61,0,35,55,79
"569",150030089512,89.51,2,298,281,17,287,11,3,0,0,0,0,0,0,0,0,0,8,23,30,60,121,10,46
"570",150030089521,89.52,1,712,544,168,383,329,2,0,16,15,0,0,0,27,0,0,69,0,170,163,42,113,97
"571",150030089522,89.52,2,581,550,31,464,117,3,13,25,0,0,15,0,50,0,0,0,31,52,26,65,137,167
"572",150030089523,89.52,3,1026,691,335,673,353,2,39,13,0,0,0,0,17,27,27,25,126,140,221,128,143,120
"573",150030090001,90,1,388,365,23,0,388,3,7,0,4,3,0,13,59,18,27,18,27,77,71,24,37,3
"574",150030090002,90,2,396,316,80,0,396,2,0,3,0,3,10,3,27,21,22,14,21,106,57,47,57,5
"575",150030091001,91,1,202,190,12,181,21,4,0,0,0,0,0,7,0,0,6,0,14,24,35,29,54,33
"576",150030091002,91,2,616,491,125,358,258,3,17,6,17,6,4,5,14,38,47,29,72,172,120,23,16,30
"577",150030091003,91,3,291,250,41,206,85,5,22,5,0,0,0,13,0,0,9,24,35,11,74,0,44,54
"578",150030092011,92.01,1,248,217,31,217,31,3,0,0,0,22,0,0,18,0,0,0,14,42,0,9,107,36
"579",150030092012,92.01,2,568,412,156,327,241,2,30,0,19,0,22,106,0,0,39,10,29,102,39,12,10,150
"580",150030092013,92.01,3,221,156,65,180,41,3,0,11,0,0,0,0,18,15,0,21,27,0,40,0,67,22
"581",150030092021,92.02,1,256,162,94,160,96,2,0,0,0,5,0,0,0,0,0,12,54,48,71,23,0,43
"582",150030092022,92.02,2,587,500,87,449,138,4,12,15,0,5,0,0,0,0,18,27,78,33,75,163,88,73
"583",150030092031,92.03,1,788,698,90,473,315,3,27,7,6,0,0,6,136,22,0,7,68,256,36,73,66,78
